165957,9
166612,3237
22681,3202
90403412,3192
11555975,3202
301266,44
922460,3198
11001662,44
25963,91
61242,27
1476408,31
153682,3195
90636422,43
80998774,3192
84013022,3197
1505704,41
11234188,3190
14015698,3195
74886057,75
477012,3231
150217,3195
15440862,42
40775779,3198
1211072,3231
4743385,3227
109690,3192
5103135,133
25719,140
64948032,3238
2281751,3231
22330287,3238
80851163,48
88171782,44
104849,31
71612518,126
3671,27
3663488,3231
2474970,3231
101699,122
90723074,3202
344890,8
9185,27
1318,3231
26923,27
64877765,3231
20767,3233
10589520,3198
11135982,3222
18883340,44
16055920,75
2272345,3231
67936,3207
28609431,3195
90392784,44
57142940,44
9238932,133
10779570,3195
15391027,3222
33246798,3237
346080,44
1264,43
6978821,3195
1177302,3197
36879,3202
1262,43
3690818,75
73013724,43
22980,3202
94355,3226
230495,3231
107457,139
18270206,27
49223,3202
12601,48
16198010,3231
8274,27
10409601,44
79806,133
2263179,3198
468782,51
434598,43
7550,59
6684,109
1633243,3202
89830003,126
6547149,139
46521,42
3894635,27
21514196,126
6910,68
77169664,139
73828006,86
68746191,3207
69660814,9
81922135,48
131915,9
62804,3202
1889003,122
3149515,3202
2937626,3217
3628379,27
44786,41
106551,31
308409,75
3928505,3226
4376443,3222
35696106,3190
543150,86
210234,3193
583005,9
69642092,3231
11034338,44
10937173,122
82327978,44
3566984,3222
89737107,27
2803017,27
35444763,3237
84855353,3190
10229031,3189
2144424,3207
11768999,48
1981697,3233
20397,32
82884837,3231
72739246,3202
95734747,139
10279563,3195
90666319,3231
436163,3231
750072,3231
278493,41
1313100,3231
313823,3226
440105,3207
1313822,3189
15083522,3202
3194825,3195
68921004,3231
16318,3207
9260752,3210
2214679,42
35512060,3231
13391879,3231
1012693,63
18106858,3222
14467750,3231
1268739,31
28966001,84
82559090,110
91098929,3207
47660218,91
47238,3200
1044,3231
89768356,63
164992,3231
65515408,42
15363324,48
88421962,3222
96654985,9
96360915,3202
80051634,3231
2389778,3217
77757558,9
45068,3222
164707,68
28142959,44
1712352,43
80777602,44
2476170,3202
3769582,51
2893575,3231
82695521,3231
95019864,3238
1364228,3231
35633786,43
43558,3231
332139,3231
16029992,122
123507,43
89930579,3231
701854,43
29039424,3224
165747,3231
80294339,3222
1091069,3207
164834,3190
2689946,3231
164331,3231
2958,75
729238,3231
1179727,3198
10324459,3231
81350906,109
40909281,3195
701236,43
9454649,133
3432,43
7990,3198
89687784,3218
69419,3191
641035,43
165257,3192
10854663,86
45593,3231
76412394,3231
1656268,3231
6134,43
18255,42
16742,47
15355,31
53185587,3202
92409,3231
6641761,3198
5235,3210
118551,43
30186,3231
24836,41
142571,84
11243687,3231
1012425,89
2394652,3192
78810685,3195
72456010,3231
1463,3210
77387513,3231
18476,3231
3101619,31
1373835,68
9187114,3231
74022590,3231
34654317,3231
1841,3217
232557,3187
17900699,3190
7242,27
4787,3231
9328925,3231
77143692,32
67572051,3231
13713353,3231
6587671,44
10432834,3217
18783638,3231
1369363,3231
157240,3231
165464,3231
33249838,3207
3067,3231
31356620,3231
417618,3231
1637,3217
1783020,3193
3684,3231
475428,68
10247020,3231
14392471,3231
14628031,3231
71010895,3231
5140,3231
327412,97
890145,3231
78095772,3231
318540,3238
2562128,3231
33264,44
1106954,3231
99097,3202
35642069,39
1353,3231
17516,3231
35351,9
2684081,3231
10469647,3231
72483,31
9195529,3231
266132,3231
26569406,43
71001459,3231
131001,9
89810312,3237
375438,3231
594182,86
314772,3202
96692,3231
1265173,42
1316967,3231
4122,27
961273,3231
75041012,3231
80065524,3231
80980042,3224
1372291,3231
78336991,42
165295,27
3758,68
132625,3231
911461,3231
18348487,3231
18660,3222
503712,3231
166340,68
306672,3231
15956153,3200
7288391,3231
2503130,3207
48682,75
27240013,101
42723251,75
163743,3231
5389219,3202
166421,27
23841,27
4674,59
16118,44
27099119,3217
56092,97
11190179,3189
933942,3231
2275216,48
1952028,42
48528,44
586645,3231
23674217,27
156470,3231
91447303,3231
14680,3231
2604933,3231
3809210,46
3181342,3231
1335118,3231
82712,9
85964,3231
7973087,3231
35184,68
10075319,3231
36019,3197
9025,3200
4035,68
2788204,3231
712597,3190
18298504,43
54317927,43
76777166,3231
2875,3231
151898,47
986449,133
2899266,3231
11822654,9
79383535,3231
869128,3231
5021998,3231
11618,3192
9889773,59
3364,3231
11544533,48
9817526,3217
8593,42
252624,59
217273,3231
9201,68
981830,3202
1970,41
61397771,3200
418451,42
6915,43
2152,3231
25038366,44
7463,59
162258,27
81962756,3222
11028871,8
6382239,3231
6638223,3231
2928642,43
162547,3193
2314143,3231
2124763,86
94079,43
21784,3231
33125878,3231
5131340,8
284382,3227
38092727,45
352246,75
3505146,3202
1251463,3238
30498,27
853789,43
27903,3231
2403625,3231
230197,126
40739208,43
14633226,3231
10841679,3231
104243,3202
280956,3231
95734231,3231
68951389,3231
26793,3231
22003,3231
2644830,3198
236019,3231
7893064,3231
37476400,44
10076831,86
2121817,3231
9089,3231
2132152,31
2511837,3231
27016907,48
528217,3226
17975937,3198
27244722,59
77185102,3231
12601035,129
590130,3231
14629065,3231
2734,3226
946733,3226
200685,3231
16162070,3222
3618762,3190
91334459,44
280561,9
1135366,3222
3163363,44
18613449,3224
251970,3195
34748771,47
670231,89
5038190,3231
35657035,3202
911430,43
96344069,3231
15183489,3190
76665811,3187
948229,3231
37207749,9
10794395,41
89581254,3231
2049094,3231
698935,43
60836398,42
10653666,3231
30116,68
10853673,3231
25371,3197
52129901,3195
25066691,3231
201351,3231
77153,3187
2420612,3210
107021,3231
1036445,31
64997233,51
53971,3197
2985733,3231
3079692,9
71015526,110
63086,3231
18715975,43
13643656,68
71070208,3227
7600286,3231
4060,44
16090980,51
28863552,78
8367,3231
1975865,3231
2944478,3222
91417994,3222
1939425,43
14699670,3231
2952162,3231
5275,3217
31346550,3231
3887035,86
10309372,3231
2670623,27
3123217,3231
3860052,3224
27152943,3192
620532,3227
55546,3231
3714038,43
107265,3202
16198955,42
40760236,125
37914,3217
20468,3231
2721914,8
18622011,3231
1379054,41
3598625,43
16388,3231
1805509,3197
15231695,3231
8047188,3231
809218,77
11294318,47
206415,44
2842,68
9211944,3231
1613038,3231
3304338,31
15405878,3231
166572,27
9999119,3231
4023852,3231
797698,68
9201883,42
4030966,3187
79816265,3231
1230582,3231
27283627,3231
10140364,3231
6645155,51
1582517,47
2713586,3190
156075,9
3043632,3217
452426,139
86813252,3231
164708,3231
85691,48
25071399,48
1396879,43
67183490,43
1984030,3231
3825965,91
14562893,3231
146782,3231
79011799,3231
10612451,3231
224006,3231
1756,3231
254975,42
11506900,3231
25715,59
16124699,44
10592265,3231
18802934,43
79140061,27
13268908,3231
3956151,3197
164376,3231
23381991,9
65447738,3231
74907162,75
19114904,3207
63757,42
60577,31
2781211,139
648141,43
3607929,3231
14377562,84
90443935,42
15716973,77
18045394,3231
31069139,3231
11187415,3231
16114128,3202
49025,44
2794879,3231
1194847,27
2468875,84
69234316,3198
1763822,125
97696,3231
8211,27
6627430,3231
3711385,48
84813880,3231
19520,78
670462,3231
10500736,3207
20167,75
19540,27
218019,3200
5968,3197
4235104,75
43577,3231
508963,86
10089202,3207
35135,3231
2646,27
30238039,43
12770,3231
157237,3192
18861876,44
564726,3218
14631354,3231
1042451,8
166551,3224
18425303,8
784586,48
3334,3231
240179,8
34434,3231
35471087,3233
82426239,3195
2913934,3222
76507853,3231
77158779,3231
23711468,3233
2922575,3231
5946486,3222
146857,3233
17986422,3200
6615723,3231
2188226,3192
11150218,3189
90458394,48
14628022,3231
2269862,3231
89705972,3202
157312,27
4836891,48
674355,48
91453518,3202
33457223,59
2855441,3192
96355635,27
2539226,75
64853982,3231
58289,3231
18953334,27
1344410,3231
44095,3231
26781,3231
2727542,3202
928232,3231
18167344,3231
7791736,3231
96153135,3210
10407976,3213
81495477,3238
8967,44
2747538,3231
143338,3207
19073712,3207
1127732,3231
64863800,3231
15248569,68
2279709,3202
37697,43
2275518,3214
2739771,86
3560604,44
1633103,3213
18976498,3190
80562303,3202
108488,3198
2615606,9
19161365,27
4363181,3202
8847,3200
1359624,3192
23554,3187
2645,8
1550138,31
36179045,10
67155308,3231
165697,27
3556,68
612636,43
9765,3197
1247220,3231
3730982,3231
30490,48
3612137,75
98517686,48
9217002,44
123034,3224
2474489,133
17560,3198
4097,3198
3966490,3231
16200547,9
79051283,91
1093822,3198
3779159,3231
7600398,3210
86612946,3207
1561600,3193
34552,9
9296626,10
72015472,3231
64255553,122
26485848,3192
10252405,48
628427,48
56502,68
1846629,3224
18280200,3187
7175,3231
13242175,3231
5007,42
359901,3231
2934678,3231
74063,3231
49167855,3231
917557,43
464772,3231
467038,3231
89684460,3231
18553707,48
2445,43
16192,75
1300885,3222
19266171,3198
28865383,91
18005595,3231
56581630,75
2348603,3231
24546,3202
20415,3210
13331595,3231
550472,27
1267571,3222
2779571,3231
2010945,3233
1410268,3202
11208030,3231
2432001,3187
80684099,3231
